NETWORK_SERVICE,NETWORK CHARGES (8300) - TUoS Network Access Charge
EXTRA_CHARGES,Other charges and credits - Amount overdue
ENERGY_OTHER,Other charges and credits - Trade waste (commercial) quality charge
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 33803
SEWERAGE_SERVICE,Other charges and credits - Wastesafe administration charge
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 18655 to 31 Mar 26
ENERGY_OTHER,Other charges and credits - Exempt fixed charges credit
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 24680
ENERGY_LINE_ITEMS,CURRENT BOTTLED GAS USAGE - LPG Refill
OTHER_CHARGES,CURRENT BOTTLED GAS USAGE - Monthly Equipment Rental
ENERGY_LINE_ITEMS,CURRENT BOTTLED GAS USAGE - 45kg LPG Cylinder
DISCOUNTS,CURRENT BOTTLED GAS USAGE - Fixed Term 24 Discount LPG
DISCOUNTS,CURRENT BOTTLED GAS USAGE - Loyalty Discount LPG
DISCOUNTS,CURRENT BOTTLED GAS USAGE - Multi-Connect Discount LPG
ENERGY_LINE_ITEMS,CURRENT BOTTLED GAS USAGE - 20kg LPG Cylinder
OTHER_CHARGES,OTHER TRANSACTIONS - LPG Residual Credit 10 kg
OTHER_CHARGES,OTHER TRANSACTIONS - LPG Residual Credit 15 kg
OTHER_CHARGES,CURRENT BOTTLED GAS USAGE - Monthly Gas Bottle Rental
EXTRA_CHARGES,Other charges and credits - Credits
NETWORK_LINE_ITEMS,Network Charges - Distribution RT18 Variable Charge Distribution On Peak System Variable Charge
NETWORK_LINE_ITEMS,Network Charges - Transmission RT18 Variable Charge Transmission On Peak System Variable Charge
NETWORK_LINE_ITEMS,Network Charges - Transmission RT18 Variable Charge Transmission Weekend System Variable Charge
CAPACITIES,Capacity Charges - IRCR Existing Meter Charge
CAPACITIES,Capacity Charges - SRCC Existing Meter Charge
ENERGY_OTHER,Energy Charges - Ancillary Service Charge (Loss Factor Adjusted)
CERTIFICATES,Energy Charges - LRET Charge (Loss Factor Adjusted) - REC
MARKET,Energy Charges - Market Charges (Loss Factor Adjusted)
CERTIFICATES,Energy Charges - SRES Charge (Loss Factor Adjusted) - REC
ENERGY_SERVICE,Energy Charges - Supply Charge Daily
NETWORK_SERVICE,Network Charges - Distribution RT18 Fixed Charge
NETWORK_LINE_ITEMS,Network Charges - Distribution RT18 Variable Charge - Distribution On Peak System Variable Charge
NETWORK_LINE_ITEMS,Network Charges - Distribution RT18 Variable Charge Distribution Off Peak System Variable Charge
NETWORK_LINE_ITEMS,Network Charges - Distribution RT18 Variable Charge Distribution Shoulder System Variable Charge
NETWORK_SERVICE,Network Charges - Distribution RT18 Variable Charge Distribution Weekend System Variable Charge
METERING,Network Charges - Metering RT18 Fixed Charge
METERING,Network Charges - Remote Metering Reference Service Charge
NETWORK_LINE_ITEMS,Network Charges - Transmission RT18 Variable Charge - Transmission Off Peak System Variable Charge
NETWORK_LINE_ITEMS,Network Charges - Transmission RT18 Variable Charge - Transmission On Peak System Variable Charge
NETWORK_SERVICE,Network Charges - Transmission RT18 Variable Charge - Transmission Weekend System Variable Charge
NETWORK_LINE_ITEMS,Network Charges - Transmission RT18 Variable Charge Transmission Shoulder System Variable Charge
NETWORK_SERVICE,Network Charges - Distribution RT2 Fixed Charge
NETWORK_SERVICE,Network Charges - Distribution RT2 Variable Charge
METERING,Network Charges - Metering RT2 Fixed Charge
METERING,Network Charges - Metering Reference Service Charge
NETWORK_SERVICE,Network Charges - Transmission RT2 Variable Charge
OTHER_CHARGES,Environmental Charges - Large Business Carbon Neutral Charge
NETWORK_LINE_ITEMS,Network Charges (LVkVATOU1) - Off Peak Energy
NETWORK_LINE_ITEMS,Network Charges (LVkVATOU1) - Peak Energy
DEMANDS,Network Charges (LVkVATOU1) - Rolling Demand
DEMANDS,Network Charges (LVkVATOU1) - Summer Incentive Demand
DISCOUNTS,Discounts - Additional Business Balance Plan 12 Discount - 15%
ENERGY_LINE_ITEMS,Energy charges - Business Balance Plan 12 Peak Consumption (36.25797 kWh/day)
GREEN,Energy charges - PureEnergy 100%
ENERGY_LINE_ITEMS,"45,791.1MJ @ $0.055118/MJ"
ENERGY_LINE_ITEMS,Energy Charges - Off Peak
ENERGY_LINE_ITEMS,Energy Charges - Peak
CERTIFICATES,Environmental Charges - LRET
OTHER_CHARGES,Environmental Charges - Rounding Adjustment
CERTIFICATES,Environmental Charges - VEEC
CERTIFICATES,Environmental Charges - Voluntary LGC
MARKET,Market Charges - AEMO Ancillary & System Security
MARKET,Market Charges - AEMO Connection Fee
MARKET,Market Charges - AEMO Consumption Fee
MARKET,Market Charges - AEMO Small Connection Fee
MARKET,Market Charges - Adjustment - AEMO Pool Fees Consumption
OTHER_CHARGES,Market Charges - Adjustment - Prior Period Reconciliations
OTHER_CHARGES,Market Charges - Rounding Adjustment
METERING,Metering Charges - Meter Charge
DEMANDS,Network Charges - Apr-Nov Non Summer Demand
DEMANDS,Network Charges - Dec-Mar Summer Demand
NETWORK_LINE_ITEMS,Network Charges - Off Peak Energy
NETWORK_LINE_ITEMS,Network Charges - Peak Energy
OTHER_CHARGES,Network Charges - Rounding Adjustment
NETWORK_SERVICE,Network Charges - Standing Charge
ENERGY_OTHER,Adjustments - Energy Charges Adjustments
OTHER_CHARGES,Adjustments - Environmental Charges Adjustments
OTHER_CHARGES,Adjustments - Market Charges Adjustments
OTHER_CHARGES,Adjustments - Network Charges Adjustments
ENERGY_LINE_ITEMS,Energy Charges - Off Peak Energy
ENERGY_LINE_ITEMS,Energy Charges - Peak Energy
ENERGY_OTHER,Energy Charges - Unaccounted for Energy
CERTIFICATES,Environmental Charges - LRET Charge
GREEN,Environmental Charges - Pure Energy Choice 10%
CERTIFICATES,Environmental Charges - SRES Charge
CERTIFICATES,Environmental Charges - VEET Charge
MARKET,Market Charges - Ancillary Services
MARKET,Market Charges - FRC & Participant Charge Fixed
MARKET,Market Charges - Participant Charge Variable
METERING,Metering and Other Charges - Meter Charge
ENERGY_SERVICE,Metering and Other Charges - Retail Supply Charge
NETWORK_LINE_ITEMS,Network Charges (CMG) - Anytime Energy
DEMANDS,Network Charges (CMG) - Dec-Mar Demand
NETWORK_SERVICE,Network Charges (CMG) - Fixed
DISCOUNTS,Discounts - Additional Business Balance Plan 12 Discount - 14%
DISCOUNTS,Discounts - Additional Flexi Plan (Home) Discount - 5%
ENERGY_LINE_ITEMS,Energy charges - Business Balance Plan 12 Peak Consumption (17.99233 kWh/day)
ENERGY_SERVICE,Energy charges - Business Balance Plan 12 Supply Charge
ENERGY_LINE_ITEMS,Energy charges - Flexi Plan (Home) Peak Consumption (19.54084 kWh/day)
ENERGY_LINE_ITEMS,Energy charges - Flexi Plan (Home) Peak Consumption (19.92084 kWh/day)
ENERGY_SERVICE,Energy charges - Flexi Plan (Home) Supply Charge
EXTRA_CHARGES,Adjustments - Credit calculated and applied for billed periods Due to Vic Histor
DISCOUNTS,Energy Charges - Additional Business Balance Plan 24 Discount - 21%
ENERGY_LINE_ITEMS,Energy Charges - Business Balance Plan 24 Off Peak Consumption ( 1.73270 kWh/day)
ENERGY_LINE_ITEMS,Energy Charges - Business Balance Plan 24 Peak Consumption ( 1.34191 kWh/day)
DEMANDS,"Network Charges (CLLV1,MCCT) - Dec-Mar Demand"
DEMANDS,"Network Charges (CLLV1,MCCT) - Demand"
NETWORK_LINE_ITEMS,"Network Charges (CLLV1,MCCT) - Off Peak Energy"
NETWORK_LINE_ITEMS,"Network Charges (CLLV1,MCCT) - Peak Energy"
NETWORK_SERVICE,"Network Charges (CLLV1,MCCT) - Three phase CT connected meter"
CAPACITIES,Network Charges (NSP75) - Capacity Charge
DEMANDS,Network Charges (NSP75) - Critical Peak Demand
NETWORK_SERVICE,Network Charges (NSP75) - Fixed
NETWORK_LINE_ITEMS,Network Charges (NSP75) - Off Peak Energy
NETWORK_LINE_ITEMS,Network Charges (NSP75) - Peak Energy
NETWORK_LINE_ITEMS,Network Charges (NSP75) - Shoulder Energy
DISCOUNTS,Discounts - Additional Business Balance Plan 12 Discount - 21%
ENERGY_LINE_ITEMS,Energy charges - Business Balance Plan 12 Off Peak Consumption
ENERGY_LINE_ITEMS,Energy charges - Business Balance Plan 12 Peak Consumption
ENERGY_SOLAR,Solar Export - VIC Transitional Solar Feed-in Tariff
EXTRA_CHARGES,Adjustments - Australian Government Energy Bill Relief
ENERGY_LINE_ITEMS,Energy Charges - UMS (Business) - General Peak Consumption
ENERGY_SERVICE,Energy Charges - UMS (Business) - General Supply Charge
ENERGY_OTHER,Balancing Rate Charges - Off Peak
ENERGY_OTHER,Balancing Rate Charges - Peak
ENERGY_OTHER,Balancing Rate Charges - Shoulder
ENERGY_LINE_ITEMS,Base Rate Charges - Off Peak
ENERGY_LINE_ITEMS,Base Rate Charges - Peak
ENERGY_LINE_ITEMS,Base Rate Charges - Shoulder
MARKET,Market Charges - AEMO
MARKET,Market Charges - AEMO - Ancillary Charges
MARKET,Market Charges - AEMO RERT/CRA charges
NETWORK_LINE_ITEMS,Network Charges - Energy
NETWORK_SERVICE,Network Charges - Network Access Charge
DEMANDS,Network Charges - Peak Demand Low Season
ENERGY_SOLAR,Network Charges - Solar soak
OTHER_CHARGES,Other Charges - Additional Credit Charge
METERING,Other Charges - Metering Charge - 1 Meter(s)
OTHER_CHARGES,Other Charges - Product Admin Charge
ENERGY_SERVICE,Other Charges - Retail Service Charge
CERTIFICATES,Renewable Charges - E.S.C. Charges
CERTIFICATES,Renewable Charges - L.G.C. Charges
CERTIFICATES,Renewable Charges - P.R.C. Charges
CERTIFICATES,Renewable Charges - S.T.C. Charges
ENERGY_LINE_ITEMS,Electricity Charges - Off-Peak Energy
ENERGY_LINE_ITEMS,Electricity Charges - Peak Energy
ENERGY_LINE_ITEMS,Electricity Charges - Shoulder Energy
ENERGY_SERVICE,Electricity Charges - Supply charge
METERING,Metering Charges - Meter Charges
METERING,Metering Charges - Retail Services Fee
METERING,Metering Charges - Retail Services Fee Waived
EXTRA_CHARGES,OTHER ITEMS - Reversal of Account 103601476 Invoice for 01 APR 2025 to 30 APR 2025
CERTIFICATES,ENVIRONMENTAL CHARGES - SRES
CERTIFICATES,ENVIRONMENTAL CHARGES - VEET
MARKET,MARKET FEES - AEMO - Ancillary Services
MARKET,MARKET FEES - AEMO - RERT Fee
NETWORK_SERVICE,NETWORK CHARGES (LVTOU) - Fixed
NETWORK_LINE_ITEMS,NETWORK CHARGES (LVTOU) - Off Peak Energy
NETWORK_OTHER,NETWORK CHARGES (LVTOU) - PFIT Recovery
NETWORK_LINE_ITEMS,NETWORK CHARGES (LVTOU) - Peak Energy
MARKET,Understand Your Bill - AEMO Ancillary Fee & UFE
MARKET,Understand Your Bill - AEMO Market Fee
MARKET,Understand Your Bill - AEMO Market Fee (Daily)
DEMANDS,Understand Your Bill - Demand Charge (Dec-Mar)
CERTIFICATES,Understand Your Bill - LRECs
NETWORK_LINE_ITEMS,Understand Your Bill - Network Anytime
ENERGY_LINE_ITEMS,Understand Your Bill - Off Peak Charge
ENERGY_LINE_ITEMS,Understand Your Bill - Peak Charge
CERTIFICATES,Understand Your Bill - SRECs
NETWORK_SERVICE,Understand Your Bill - Standing Charge
ENERGY_SERVICE,Understand Your Bill - Supply Charge
CERTIFICATES,Understand Your Bill - VEECs
NETWORK_LINE_ITEMS,network  anytime
NETWORK_LINE_ITEMS,Network Anytime -
NETWORK_LINE_ITEMS,Network - Network Anytime
NETWORK_LINE_ITEMS,Network Anytime - Network Anytime
NETWORK_LINE_ITEMS,Network charge - Network Anytime
NETWORK_LINE_ITEMS,NetworkAnytime
NETWORK_LINE_ITEMS,Network Charges - Network Anytime
MARKET,AEMO Ancillary Fee & UFE
MARKET,AEMO Market Fee
MARKET,AEMO Market Fee (Daily)
DEMANDS,Demand Charge (Dec-Mar)
CERTIFICATES,LRECs
NETWORK_LINE_ITEMS,Network Anytime
ENERGY_LINE_ITEMS,Off Peak Charge
ENERGY_LINE_ITEMS,Peak Charge
CERTIFICATES,SRECs
ENERGY_SERVICE,Standing Charge
CERTIFICATES,VEECs
ENERGY_SERVICE,Fixed charges - GST free - Stormwater drainage area
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 14672
ENERGY_OTHER,Trade waste (Commercial) quality charges - OSCARS HOTEL BANKSTOWN
SEWERAGE_LINE_ITEMS,Estimated usage charges - GST free - Wastewater
ENERGY_LINE_ITEMS,Estimated usage charges - GST free - Water
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 33352 to 30 Jun 25
ENERGY_OTHER,Trade waste (Commercial) quality charges - THE CAROUSEL
ENERGY_OTHER,Trade waste (Commercial) quality charges - THE CRYSTALL PALACE
ENERGY_OTHER,Trade waste (Commercial) quality charges - THE DECK SYDNEY
ENERGY_OTHER,Trade waste (Commercial) quality charges - THE PASSAGEWAY
SEWERAGE_SERVICE,Wastesafe administration charge - Pit number 18659
SEWERAGE_SERVICE,Wastesafe administration charge - Pit number 18660
SEWERAGE_SERVICE,Wastesafe administration charge - Pit number 18661
SEWERAGE_SERVICE,Wastesafe administration charge - Pit number 18662
ENERGY_OTHER,Other charges and credits - RTA FLEET MANAGEMENT
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 18655
OTHER_CHARGES,Energy Charges - Additional Regulatory Charge
ENERGY_OTHER,Energy Charges - Carbon Neutral Charge
ENERGY_LINE_ITEMS,Energy Charges - Energy Off Peak
ENERGY_LINE_ITEMS,Energy Charges - Energy Peak
ENERGY_LINE_ITEMS,Energy Charges - Energy Weekend
EXTRA_CHARGES,Billing Correction UFE (GST incl.)
ENERGY_SOLAR,GENERATION - Solar FeedIn Rebate All Day
DEMANDS,NETWORK - Demand - Off Peak
DEMANDS,NETWORK - Demand - Peak
DEMANDS,NETWORK - Demand - Shoulder
NETWORK_LINE_ITEMS,NETWORK - Off Peak Network
NETWORK_LINE_ITEMS,NETWORK - Peak Network
NETWORK_LINE_ITEMS,NETWORK - Shoulder Network
NETWORK_SERVICE,NETWORK - Standing Charge
CERTIFICATES,OTHER - Environment Fee ESS
CERTIFICATES,OTHER - Environment Fee LREC
CERTIFICATES,OTHER - Environment Fee SREC
MARKET,OTHER - Market Fee
MARKET,OTHER - Market Fee Ancillary Services
METERING,OTHER - Metering Fee
ENERGY_LINE_ITEMS,USAGE - Off Peak Energy
ENERGY_LINE_ITEMS,USAGE - Peak Energy
ENERGY_LINE_ITEMS,USAGE - Shoulder Energy
DISCOUNTS,Credits & Adjustments - 7% Guaranteed Discount on Usage Charges
ENERGY_SERVICE,Electricity charges - Daily Supply Charge
ENERGY_LINE_ITEMS,"Electricity charges - Off Peak Usage (94) 7 days a week: Midnight to 7:00am, 10:00pm to Midnight including public holidays."
ENERGY_LINE_ITEMS,Electricity charges - Peak Usage (94) Mon-Fri: 7:00am to 10:00pm (AEST)
ENERGY_LINE_ITEMS,Electricity charges - Shoulder Usage (94) Sat-Sun: 7:00am to 10:00pm
ENERGY_LINE_ITEMS,Current Charges - Auto alloc: CU
ENERGY_LINE_ITEMS,Current Charges - Location ID: 80103
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - Cage - 15kg Forklift
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 15kg Forklift
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 8.5kg Heatagas
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 210kg
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 7.40 to 7.90 kl Tank
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 30.00 to 33.00 kl Tank
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - Vaporiser
ENERGY_LINE_ITEMS,LP GAS BULK
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 1.80 to 2.20 kl Tank
ENERGY_LINE_ITEMS,LPG 18kg AFL
ENERGY_LINE_ITEMS,LPG 18kg Forklift
ENERGY_LINE_ITEMS,LEETON - FORKLIFT REFUEL - LP GAS BULK
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 4.30 to 4.70 kl Tank
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 115.00 kl Tank
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 37.00 to 38.40 kl Tank
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 45.10 to 47.00 kl Tank
ENERGY_LINE_ITEMS,LPG 15kg Forklift
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 18kg Vap
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 48.00 to 53.00 kl Tank
OTHER_CHARGES,RENTAL CHARGED AND EQUIPMENT HELD AS OF THE INVOICE STATEMENT DATE - LPG 18kg Forklift
ENERGY_LINE_ITEMS,Current Charges - CN 10xLPG 15kg-Ref 12478688
ENERGY_LINE_ITEMS,Current Charges - LPG 15kg Forklift
ENERGY_LINE_ITEMS,Current Charges - LPG 8.5kg Heatagas
OTHER_CHARGES,Current Charges - Restocking Fee
ENERGY_SERVICE,"Trade Waste Charges: 268 BANKSIA ST, BELLFIELD (GREATER MELBOURNE) - Contract Fee"
ENERGY_SERVICE,"Trade Waste Charges: 244 BANKSIA ST, BELLFIELD (GREATER MELBOURNE) - Contract Fee"
ENERGY_SERVICE,"Trade Waste Charges: 203 HENRY ST, GREENSBOROUGH - Retention of Apparatus Fee"
ENERGY_SERVICE,"Trade Waste Charges: 36 DON RD, HEALESVILLE - Contract Fee: 01 Jan 26 to 31 Mar 26"
ENERGY_SERVICE,"Trade Waste Charges: 26 MARKET ST, LILYDALE - Contract Fee: 01 Jan 26 to 31 Mar 26"
ENERGY_SERVICE,"Trade Waste Charges: 770-772 BLACKBURN RD, CLAYTON - Contract Fee"
ENERGY_SERVICE,"Trade Waste Charges: 2-10B MONBULK-SEVILLE RD, SEVILLE - Contract Fee"
ENERGY_SERVICE,"Trade Waste Charges: 275 MORELAND RD, COBURG - Contract Fee"
ENERGY_SERVICE,"Trade Waste Charges: PA/277 ST HELENA RD, ST HELENA - Contract Fee: 01 Jan 26 to 31 Mar 26"
ENERGY_SERVICE,"Trade Waste Charges: PA/36-38 SOMERSET DR, VIEWBANK - Contract Fee"
SEWERAGE_SERVICE,Adjustments - Sewerage system rebate
ENERGY_SERVICE,Adjustments - Water supply system rebate
SEWERAGE_SERVICE,Service charges - Sewerage system
ENERGY_SERVICE,Service charges - Water supply system
ENERGY_LINE_ITEMS,Water and sewer usage charge - STEP 1 (0-440 litres per day)
ENERGY_SERVICE,Other authority charges - Parks
ENERGY_SERVICE,Other authority charges - Waterways and drainage
ENERGY_LINE_ITEMS,Usage charges - STEP 1 (0-440 litres per day)
ENERGY_LINE_ITEMS,Water and sewer usage charge - STEP 2 (441-880 litres per day)
ENERGY_SERVICE,Service charges - Metered fire service
OTHER_CHARGES,Metered Fire Service - Metered Fire Service
SEWERAGE_LINE_ITEMS,Usage Charges - Sewage disposal charge
ENERGY_LINE_ITEMS,Usage Charges - Water usage charge
SERVICE_OTHER,Other Authority Charges - Parks Charge
ENERGY_SERVICE,Other Authority Charges - Waterways and Drainage Charge on behalf of Melbourne Water
SEWERAGE_SERVICE,Sewerage System Charge
ENERGY_SERVICE,Water Supply System Charge
OTHER_CHARGES,Metered Fire Service
ENERGY_SERVICE,Water Supply System Rebate
OTHER_CHARGES,Metered Fire Sprinkler Service
ENERGY_LINE_ITEMS,Usage Charges - Fire service usage charge
OTHER_CHARGES,Unmetered Fire Sprinkler Service
SEWERAGE_LINE_ITEMS,Sewage disposal - Sewage disposal charge
ENERGY_LINE_ITEMS,Water usage charge - Water usage charge
ENERGY_LINE_ITEMS,Network Charges - Anytime
NETWORK_SERVICE,Network Charges - Network Standing Charge
EXTRA_CHARGES,Other - Hydrant Fee
ENERGY_LINE_ITEMS,Water - Water use
SEWERAGE_SERVICE,Fixed charges - GST free - Wastewater (sewerage) service
ENERGY_SERVICE,Fixed charges - GST free - Water service
SERVICE_OTHER,Other charges and credits - Backflow prevention administration fee
ENERGY_OTHER,Other charges and credits - Trade waste agreement fee for agreement no 681
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 10 KIDS UNI
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 BISTRO
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 DUCK INN
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 FLAME TREE LOUNGE
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 FOOD HALL
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 FUNCTION ROOMS
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 GLASS HOUSE CAFE
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 THE TAVERN
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 11 ZAMBRERO
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 13 CAFE AT THE POOL
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 17 PARADISE COFFEE SHOP
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 67 FOOD FOR THOUGHT
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 67 KEIRA CAFE
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD 67 KEIRA VIEW DINING
ENERGY_OTHER,Trade waste (Commercial) quality charges - BLD32 SERVICE COMPLEX WASHBAY
SEWERAGE_LINE_ITEMS,Usage charges - GST free - Wastewater
ENERGY_LINE_ITEMS,Usage charges - GST free - Water
SEWERAGE_SERVICE,Wastesafe administration charge - Wastesafe administration charge
EXTRA_CHARGES,ADJUSTMENTS - Flex value
EXTRA_CHARGES,ADJUSTMENTS - PP Confo #23 (NSW CY25 Energy)
EXTRA_CHARGES,ADJUSTMENTS - Retail margin
EXTRA_CHARGES,ADJUSTMENTS - Trading margin
CERTIFICATES,ENVIRONMENTAL CHARGES - LGC Charge (17.91%)
CERTIFICATES,ENVIRONMENTAL CHARGES - NSW Energy Saving Scheme (10.5%)
CERTIFICATES,ENVIRONMENTAL CHARGES - STC Charge (13.89%)
MARKET,FEES - AEMO- Ancillary Services
MARKET,FEES - AEMO- Market Charge
ENERGY_LINE_ITEMS,RETAIL USAGE CHARGES - Anytime Energy (spot price pass through)
ENERGY_SOLAR,RETAIL USAGE CHARGES - Solar Feed-in (Pass through)
EXTRA_CHARGES,ADJUSTMENTS - PDRS 2024
